email_id,email_type,campaign_id,word_count,total_links,total_images,email_status,customer_id
EMA00082314002410,soft,20,868,9,0,0,30564
EMA00082314015530,soft,21,778,41,36,0,35869
EMA00082314072060,aggressive,1,912,4,0,0,26665
EMA00082314121570,soft,10,458,6,2,0,14060
EMA00082314275390,soft,15,880,9,0,0,39684
EMA00082314291320,soft,2,912,6,0,0,37835
EMA00082314341540,soft,22,392,9,8,0,30526
EMA00082314347100,soft,1,827,11,9,0,18699
EMA00082314350090,soft,15,760,3,2,0,31814
EMA00082314391320,soft,11,392,16,9,0,19581
EMA00082314547540,soft,18,827,6,0,0,10069
EMA00082314830760,soft,13,578,1,0,2,33570
EMA00082314848650,aggressive,20,1014,5,0,0,19927
EMA00082314880710,soft,3,1014,14,0,0,29161
EMA00082314929900,soft,5,904,7,0,0,19283
EMA00082314997250,aggressive,2,311,8,0,1,17280
EMA00082315092580,soft,19,524,4,0,0,31184
EMA00082315117870,aggressive,3,902,6,4,0,14668
EMA00082315137760,soft,9,1082,0,9,1,22362
EMA00082315241080,soft,7,542,4,0,0,25751
EMA00082315318700,aggressive,17,1229,16,1,0,24992
EMA00082315331940,aggressive,5,662,11,6,0,32616
EMA00082315373740,soft,11,440,28,11,0,35043
EMA00082315518210,soft,16,873,16,8,0,34341
EMA00082315519790,soft,15,458,7,0,0,22397
EMA00082315618200,soft,6,484,29,18,0,19195
EMA00082315639750,soft,10,806,2,0,0,25559
EMA00082315642170,soft,21,649,14,12,0,16488
EMA00082315642250,soft,21,605,9,6,0,21164
EMA00082315712130,soft,13,458,9,0,0,18658
EMA00082315818470,soft,22,593,11,0,0,12180
EMA00082315926890,soft,13,873,6,0,1,28756
EMA00082316249270,aggressive,20,649,0,0,0,16164
EMA00082316416440,aggressive,7,470,3,0,0,19484
EMA00082316565180,aggressive,4,187,11,0,0,28509
EMA00082316591440,aggressive,12,1189,8,4,0,36592
EMA00082316617390,soft,5,1241,4,0,0,12558
EMA00082316633910,aggressive,22,962,16,2,0,14173
EMA00082316676380,aggressive,16,608,6,0,0,31041
EMA00082316676480,soft,12,462,5,0,0,35337
EMA00082316817940,soft,17,655,8,0,2,16715
EMA00082316890710,soft,12,484,14,2,1,23000
EMA00082316923250,soft,20,1189,9,0,0,31322
EMA00082317039150,aggressive,14,741,8,5,0,38739
EMA00082317062380,soft,3,490,11,0,0,23744
EMA00082317200320,soft,7,1122,21,4,0,29596
EMA00082317214110,soft,8,40,6,0,1,18655
EMA00082317312560,soft,11,462,18,5,0,31787
EMA00082317416890,soft,9,190,8,2,0,35068
EMA00082317421920,soft,13,484,16,4,0,28131
EMA00082317436570,soft,17,608,21,15,1,12151
EMA00082317545290,soft,12,1189,6,0,0,28344
EMA00082317814040,soft,18,1216,6,0,0,10320
EMA00082317859180,soft,19,649,5,3,0,18585
EMA00082317911480,soft,12,416,16,0,0,21565
EMA00082318109150,aggressive,20,1241,6,0,0,18570
EMA00082318112490,soft,10,542,6,0,1,15373
EMA00082318143070,soft,1,593,11,9,0,14849
EMA00082318159450,soft,5,608,18,11,0,27363
EMA00082318223650,soft,8,662,21,11,0,30916
EMA00082318261700,aggressive,6,922,6,5,0,37312
EMA00082318277250,aggressive,3,251,6,2,0,15075
EMA00082318292680,aggressive,1,542,4,0,0,20881
EMA00082318401570,soft,11,605,16,0,0,36113
EMA00082319318870,soft,20,366,11,6,0,13093
EMA00082319328400,soft,12,311,14,3,1,24668
EMA00082319358200,soft,12,1203,6,2,0,35389
EMA00082319378380,soft,20,678,6,0,0,14248
EMA00082319468760,soft,12,1060,6,0,0,25096
EMA00082319802140,soft,18,773,4,0,0,33126
EMA00082319848440,aggressive,3,806,6,0,0,32744
EMA00082319874300,soft,22,440,11,2,0,13735
EMA00082319915660,soft,20,416,14,4,0,21509
EMA00082319949290,aggressive,9,565,6,0,0,11581
EMA00082319969810,soft,11,700,7,0,0,23543
EMA00082320129310,soft,6,649,11,0,0,16398
EMA00082320389060,soft,12,389,4,0,0,39340
EMA00082320407950,soft,14,416,11,10,0,39338
EMA00082320545680,soft,12,733,0,0,0,38388
EMA00082320564800,aggressive,3,1082,8,0,0,30889
EMA00082320640210,soft,19,419,8,0,0,12521
EMA00082320897740,soft,3,977,2,0,0,25267
EMA00082321754870,soft,11,636,11,0,0,14115
EMA00082321788050,soft,5,560,6,0,0,25649
EMA00082321789830,soft,15,1280,0,0,0,14694
EMA00082321804310,soft,4,79,6,2,2,20499
EMA00082321824160,soft,8,490,3,0,1,27017
EMA00082321851390,soft,5,560,6,0,2,35165
EMA00082321882060,soft,2,662,41,38,0,22573
EMA00082321962220,soft,20,542,4,0,0,36051
EMA00082322015650,soft,9,704,11,10,0,32461
EMA00082322095380,aggressive,13,678,11,0,0,19657
EMA00082322147110,aggressive,15,987,11,3,0,14570
EMA00082322155340,soft,4,694,21,7,0,27775
EMA00082322341840,soft,22,684,21,9,0,12640
EMA00082322427760,soft,13,684,21,17,0,29973
EMA00082322559120,soft,17,694,6,4,0,19324
EMA00082322683030,soft,5,490,9,0,0,11919
EMA00082322973170,soft,9,314,0,5,0,30984
EMA00082323157520,soft,1,1102,21,4,0,39766
EMA00082323275130,aggressive,8,880,11,0,0,12895
EMA00082323317490,soft,8,233,4,0,0,16997
EMA00082323353190,soft,12,366,21,16,0,17170
EMA00082323550960,aggressive,5,934,4,0,0,29129
EMA00082323568360,soft,2,577,4,0,0,33570
EMA00082323614320,soft,14,1061,8,0,0,32389
EMA00082323703460,soft,3,1241,9,0,0,37798
EMA00082323737980,soft,13,694,6,0,0,29762
EMA00082323806750,soft,22,605,26,18,0,17337
EMA00082323845680,soft,19,904,26,14,0,35869
EMA00082323954430,aggressive,16,560,11,3,0,37450
EMA00082324370390,aggressive,13,520,8,0,1,30945
EMA00082324584040,soft,8,440,6,0,0,34740
EMA00082324616800,soft,13,1014,21,17,0,32672
EMA00082324862200,soft,3,840,14,12,0,38896
EMA00082324871880,soft,17,868,8,0,0,30276
EMA00082324999660,soft,22,610,4,0,0,29816
EMA00082325067510,soft,7,713,14,7,0,35432
EMA00082325157860,aggressive,3,190,21,4,0,33104
EMA00082325239270,soft,15,1038,11,10,0,26766
EMA00082325332660,soft,18,827,11,2,0,12320
EMA00082325368510,soft,20,649,16,0,0,33416
EMA00082325503550,aggressive,9,605,8,0,2,11636
EMA00082325724540,aggressive,10,796,16,0,0,34198
EMA00082326008360,soft,6,730,36,23,0,14962
EMA00082326326850,soft,14,220,21,12,1,13369
EMA00082326422850,soft,17,922,26,25,0,32010
EMA00082326455930,aggressive,20,462,6,4,0,26665
EMA00082326695040,soft,2,904,11,9,0,39258
EMA00082326755120,soft,11,737,15,7,0,15373
EMA00082326944690,soft,14,704,14,6,0,28423
EMA00082327057180,aggressive,6,795,4,0,0,38167
EMA00082327179800,soft,14,673,12,0,0,20098
EMA00082327322490,soft,2,352,31,17,0,14897
EMA00082327359730,soft,5,934,21,12,0,36368
EMA00082327391140,aggressive,16,578,4,0,0,37507
EMA00082327431310,soft,14,954,16,10,0,15823
EMA00082327652490,aggressive,15,504,11,0,0,37965
EMA00082327689610,aggressive,3,841,11,1,1,31900
EMA00082327728590,aggressive,14,1014,2,0,0,18022
EMA00082327780040,soft,20,855,6,5,0,11767
EMA00082327812420,soft,18,653,11,6,0,32209
EMA00082327833990,aggressive,8,678,4,0,0,23039
EMA00082327877630,aggressive,20,962,4,0,0,23930
EMA00082328194330,soft,1,771,21,0,0,20223
EMA00082328422190,soft,13,1280,11,0,0,25653
EMA00082328629890,soft,16,366,4,0,1,15070
EMA00082328784830,soft,22,827,11,6,0,25719
EMA00082329045980,aggressive,9,873,6,2,0,24546
EMA00082329087370,aggressive,3,841,6,0,1,11746
EMA00082329164270,aggressive,18,1060,8,0,0,27220
EMA00082329176170,aggressive,6,778,4,0,0,17020
EMA00082329177310,soft,21,578,16,3,1,23704
EMA00082329251050,aggressive,14,678,11,0,0,30958
EMA00082329261300,soft,9,873,11,10,0,26883
EMA00082329281070,soft,5,694,6,0,0,18892
EMA00082329285930,soft,7,560,7,0,0,32281
EMA00082329540730,aggressive,10,1252,11,0,1,19021
EMA00082329648640,soft,7,1060,21,16,1,14668
EMA00082329700470,soft,2,700,4,0,0,37480
EMA00082329751140,soft,18,721,10,0,0,29715
EMA00082329788470,soft,9,733,5,0,0,11811
EMA00082329909050,soft,4,700,9,0,0,14128
EMA00082329998430,soft,8,560,6,0,0,12675
EMA00082330249430,soft,3,560,11,0,0,20742
EMA00082330288930,aggressive,7,840,21,14,0,19428
EMA00082330297530,soft,5,132,11,0,1,13270
EMA00082330367530,soft,3,868,8,0,1,11423
EMA00082330494410,soft,14,684,8,4,0,16624
EMA00082330506110,soft,16,812,6,3,0,32727
EMA00082330833970,soft,9,610,21,4,0,14402
EMA00082330930030,aggressive,12,1173,9,0,0,19128
EMA00082331120700,soft,11,282,9,0,0,16995
EMA00082331164200,soft,20,440,14,5,0,17918
EMA00082331169090,soft,8,778,6,0,0,32484
EMA00082331225410,soft,10,392,9,7,0,11153
EMA00082331301800,aggressive,3,796,0,0,0,29254
EMA00082331329300,aggressive,18,490,8,7,1,35216
EMA00082331359130,soft,22,673,16,0,2,37646
EMA00082331539470,soft,4,518,9,6,0,28626
EMA00082331541320,soft,17,1082,6,4,0,14460
EMA00082331574700,aggressive,7,760,11,0,0,17913
EMA00082331585950,soft,17,934,21,20,0,20390
EMA00082331684870,soft,2,653,18,0,0,29612
EMA00082331780770,soft,4,484,2,0,0,32893
EMA00082331871840,aggressive,1,721,11,1,0,25984
EMA00082332016800,aggressive,15,840,6,0,0,31438
EMA00082332039430,soft,18,366,14,10,0,24455
EMA00082332109870,soft,4,1038,11,0,0,32647
EMA00082332223030,soft,12,1082,21,5,0,17661
EMA00082332283190,aggressive,4,504,2,0,0,24432
EMA00082332356480,soft,14,741,11,3,0,26679
EMA00082332428050,soft,7,116,8,0,0,24654
EMA00082332488610,soft,5,812,14,2,0,25588
EMA00082332578230,soft,10,841,26,11,0,14135
EMA00082332615430,aggressive,7,577,21,14,0,37247
EMA00082332742210,soft,14,518,11,0,0,33670
EMA00082332793520,soft,17,593,46,32,0,29184
EMA00082332832860,aggressive,5,440,6,0,0,33259
EMA00082333084700,soft,2,424,8,0,1,11185
EMA00082333107270,aggressive,7,841,4,0,0,15115
EMA00082333168470,soft,12,524,14,13,0,20498
EMA00082333418970,soft,15,778,9,0,0,28969
EMA00082333491760,soft,20,741,6,0,0,24041
EMA00082333501800,soft,2,1038,4,1,0,28125
EMA00082333626970,aggressive,19,311,0,0,0,37863
EMA00082333627220,soft,17,458,21,9,0,11215
EMA00082333709620,soft,13,662,7,0,0,22050
EMA00082333855790,aggressive,5,389,6,4,1,11861
EMA00082333960860,aggressive,11,462,4,0,0,13227
EMA00082333973170,soft,12,470,6,0,2,28372
EMA00082333981340,soft,4,550,6,0,0,33911
EMA00082334038290,soft,21,1229,6,0,0,22997
EMA00082334098710,aggressive,14,771,5,0,1,12559
EMA00082334102830,aggressive,21,416,4,0,0,33315
EMA00082334269110,soft,21,233,9,4,0,27505
EMA00082334357120,soft,17,912,8,0,0,13973
EMA00082334363760,soft,1,233,6,3,0,39407
EMA00082334372000,soft,20,662,9,0,0,19748
EMA00082334556570,aggressive,8,636,9,0,0,10308
EMA00082334634430,aggressive,22,490,14,13,0,23838
EMA00082334664580,soft,12,424,11,0,1,34301
EMA00082334694090,aggressive,14,827,21,11,0,33911
EMA00082334763280,soft,2,636,26,13,0,12754
EMA00082334808500,soft,21,311,9,6,0,24169
EMA00082334943550,soft,7,812,41,40,0,21860
EMA00082335062300,aggressive,10,700,6,0,0,17420
EMA00082335186700,aggressive,19,744,2,0,0,17846
EMA00082335206240,soft,5,873,6,0,0,11909
EMA00082335333100,soft,7,653,21,13,2,32811
EMA00082335457650,soft,7,873,9,0,0,37600
EMA00082335469370,soft,22,1038,8,7,0,35267
EMA00082335579830,aggressive,13,722,8,5,0,28261
EMA00082335768800,soft,18,416,6,1,0,17526
EMA00082335821580,soft,20,934,8,7,0,21075
EMA00082335867150,soft,5,934,9,0,0,21586
EMA00082335932930,aggressive,13,187,6,0,0,34773
EMA00082335952590,soft,14,366,0,9,1,15827
EMA00082336036550,soft,19,524,6,0,2,36997
EMA00082336228000,soft,21,132,11,0,0,31881
EMA00082336362220,soft,16,704,6,0,0,38769
EMA00082336502390,soft,16,311,1,0,0,19019
EMA00082336530960,soft,9,744,21,8,0,17477
EMA00082336583500,soft,20,655,4,0,0,24669
EMA00082336596050,soft,4,610,21,0,0,33738
EMA00082336631470,soft,14,577,4,0,1,34981
EMA00082336639970,aggressive,8,440,11,0,0,16423
EMA00082336697100,soft,13,458,1,0,2,21321
EMA00082336752530,soft,15,880,11,5,0,14484
EMA00082336758630,aggressive,12,1122,3,0,0,30311
EMA00082336864920,soft,4,578,11,0,0,39076
EMA00082336920400,aggressive,10,694,9,0,0,28558
EMA00082337086670,soft,6,1140,16,13,0,33797
EMA00082337126010,soft,2,490,8,0,1,23315
EMA00082337184730,soft,16,605,0,0,0,12335
EMA00082337360410,soft,15,778,16,0,0,19240
EMA00082337487660,aggressive,5,713,4,0,0,36256
EMA00082337511300,aggressive,11,1203,18,16,0,34755
EMA00082337575020,soft,15,1288,16,9,0,25748
EMA00082337670950,soft,4,741,4,0,0,21062
EMA00082337700160,soft,15,520,6,0,0,15665
EMA00082337768020,soft,7,187,4,0,0,36333
EMA00082337859460,aggressive,5,311,3,0,0,39678
EMA00082337922630,soft,9,282,26,24,0,24060
EMA00082338075020,soft,20,649,4,3,0,10047
EMA00082338235510,aggressive,1,314,6,4,1,36905
EMA00082338284090,soft,9,605,11,0,0,28590
EMA00082338309780,soft,9,366,6,0,1,27704
EMA00082338357000,soft,3,311,21,15,1,17966
EMA00082338394960,soft,6,741,1,0,1,36215
EMA00082338707440,soft,5,1038,16,3,0,33713
EMA00082338729830,soft,15,251,8,4,2,29772
EMA00082338742490,aggressive,5,1203,12,8,0,22858
EMA00082339029650,aggressive,12,812,11,0,0,13366
EMA00082339078360,soft,10,721,4,0,0,32423
EMA00082339204760,soft,6,713,3,0,0,38319
EMA00082339262780,soft,3,795,19,2,0,28625
EMA00082339286430,aggressive,1,1122,6,0,1,39064
EMA00082339459930,soft,12,1122,0,0,0,16530
EMA00082339512920,soft,14,416,6,0,1,22897
EMA00082339592060,soft,19,840,21,18,2,28746
EMA00082339661260,soft,16,630,18,4,0,21476
EMA00082340086320,aggressive,6,1271,6,0,0,27493
EMA00082340220050,soft,11,470,11,0,0,22656
EMA00082340433700,soft,3,490,4,3,0,30276
EMA00082340876700,soft,10,962,14,11,0,27059
EMA00082340983580,soft,12,730,9,0,0,22769
EMA00082341074320,soft,20,389,6,0,0,16442
EMA00082341092470,soft,2,934,9,7,0,16344
EMA00082341268590,soft,13,1157,8,0,1,37480
EMA00082341436880,soft,22,721,6,0,0,37240
EMA00082341455350,soft,9,366,16,3,0,22542
EMA00082341500470,soft,3,578,21,10,1,10261
EMA00082341534430,soft,20,520,16,0,0,30712
EMA00082341683800,soft,20,1082,11,0,0,20299
EMA00082341719120,soft,10,678,8,0,0,31146
EMA00082341759840,soft,14,1280,18,0,0,27011
EMA00082341796800,soft,16,902,11,0,0,11089
EMA00082341801770,soft,19,560,6,0,1,10874
EMA00082342002980,soft,18,741,21,14,0,13516
EMA00082342265860,soft,7,655,6,3,0,27370
EMA00082342421470,soft,21,741,11,4,0,11971
EMA00082342466410,aggressive,20,1173,1,0,1,30412
EMA00082342849830,soft,12,524,8,0,0,15198
EMA00082342912980,aggressive,3,1122,4,0,0,35288
EMA00082343017220,aggressive,8,314,9,0,1,29671
EMA00082343280000,soft,14,220,11,3,0,31181
EMA00082343306020,soft,5,768,11,0,0,20039
EMA00082343575290,soft,18,868,8,0,0,16080
EMA00082343605720,soft,15,931,11,0,0,22720
EMA00082343666320,soft,10,578,26,25,0,18737
EMA00082343721250,soft,13,662,31,30,0,39162
EMA00082343777860,soft,5,694,6,5,0,14439
EMA00082343827380,soft,21,623,8,0,0,23942
EMA00082343870070,soft,18,314,14,11,2,30712
EMA00082343919550,soft,6,504,16,3,0,34659
EMA00082343948350,soft,1,605,8,1,0,35379
EMA00082344073740,soft,21,873,24,16,0,37867
EMA00082344158530,soft,17,827,14,0,0,15644
EMA00082344185940,soft,10,366,11,5,0,13991
EMA00082344234850,soft,17,1173,14,2,0,26933
EMA00082344287140,soft,10,186,8,0,0,11767
EMA00082344300510,soft,2,40,11,6,1,10249
EMA00082344338520,aggressive,1,524,31,19,0,18760
EMA00082344350980,soft,6,796,14,5,0,37497
EMA00082344409700,aggressive,7,962,11,0,0,27204
EMA00082344471560,soft,20,194,6,0,0,31866
EMA00082344484600,aggressive,5,700,4,0,1,14646
EMA00082344526630,aggressive,6,741,5,3,0,22418
EMA00082344609690,soft,14,757,4,0,0,15826
EMA00082345056640,soft,3,796,16,9,0,33797
EMA00082345093970,soft,12,608,9,0,0,18655
EMA00082345109400,soft,2,912,11,2,0,33526
EMA00082345253340,aggressive,21,841,1,0,2,20782
EMA00082345258400,soft,15,806,0,0,1,38147
EMA00082345275780,soft,20,694,18,6,1,24455
EMA00082345420480,soft,9,636,8,0,0,33576
EMA00082345431940,soft,17,855,2,0,0,21755
EMA00082345479980,soft,11,947,4,0,0,22257
EMA00082345580500,aggressive,17,795,5,0,0,20538
EMA00082345603200,aggressive,4,484,4,2,0,39316
EMA00082345728710,soft,18,827,9,7,0,37942
EMA00082345851350,aggressive,11,704,14,13,0,10097
EMA00082345853560,aggressive,17,684,8,0,0,12332
EMA00082345946980,soft,21,904,6,0,2,17417
EMA00082346024490,soft,13,132,3,0,0,38312
EMA00082346068170,soft,18,912,16,5,0,38493
EMA00082346185190,aggressive,12,608,16,15,0,30447
EMA00082346213070,aggressive,1,840,7,0,0,22547
EMA00082346234610,soft,14,311,11,0,0,26194
EMA00082346248380,soft,4,416,6,1,0,19953
EMA00082346399000,soft,19,424,6,0,1,36113
EMA00082346407890,aggressive,9,1173,6,3,0,14319
EMA00082346440890,soft,4,1157,11,3,0,10487
EMA00082346510060,aggressive,21,934,9,6,0,35033
EMA00082346580440,soft,5,741,4,0,2,35176
EMA00082346680660,soft,8,462,8,4,2,26061
EMA00082346699900,aggressive,13,542,9,0,0,32486
EMA00082346774510,soft,14,490,11,10,0,17561
EMA00082346859080,soft,22,842,14,0,0,22538
EMA00082346869290,aggressive,2,1061,11,0,0,38516
EMA00082347323390,aggressive,2,610,8,0,0,24455
EMA00082347419820,soft,3,812,4,0,0,23086
EMA00082347637990,aggressive,19,988,0,2,0,23425
EMA00082347725280,soft,12,704,11,0,0,32491
EMA00082347777070,soft,15,1203,16,9,0,13829
EMA00082347888380,soft,8,1061,21,20,0,25752
EMA00082347898970,aggressive,16,253,11,0,0,10217
EMA00082348061490,soft,18,152,6,0,0,24324
EMA00082348121940,soft,6,392,14,10,0,33343
EMA00082348172320,soft,9,1038,14,12,1,37399
EMA00082348266440,aggressive,4,1082,16,2,0,34820
EMA00082348290020,soft,3,521,11,9,2,14160
EMA00082348292590,aggressive,22,145,6,0,0,13532
EMA00082348395410,soft,4,704,6,0,1,33232
EMA00082348461930,soft,1,524,8,0,1,31101
EMA00082348474860,aggressive,18,550,31,19,0,28360
EMA00082348477440,soft,5,737,11,5,0,31697
EMA00082348581710,soft,10,470,6,0,0,12453
EMA00082348593720,soft,20,737,4,0,0,33053
EMA00082348684850,soft,21,608,8,7,0,13829
EMA00082348725040,aggressive,7,233,11,4,0,15993
EMA00082348833900,aggressive,1,933,11,1,0,14248
EMA00082348932870,soft,1,988,6,0,0,13854
EMA00082349095440,aggressive,14,314,6,0,0,37977
EMA00082349154490,soft,15,577,3,0,0,26514
EMA00082349214500,soft,2,892,11,0,0,32367
EMA00082349219180,aggressive,8,751,3,2,0,27814
EMA00082349244970,aggressive,13,1280,14,11,0,31605
EMA00082349322600,aggressive,13,560,3,0,0,20900
EMA00082349341480,soft,16,392,4,2,1,29760
EMA00082349454350,soft,5,694,11,5,2,17291
EMA00082349456150,soft,10,827,11,10,0,33483
EMA00082349532100,soft,11,519,11,5,2,27671
EMA00082349561660,aggressive,15,194,3,0,1,23384
EMA00082349562250,soft,2,694,11,8,0,37783
EMA00082349660650,soft,7,610,16,0,2,32298
EMA00082349661120,soft,22,892,16,2,0,17262
EMA00082349808760,aggressive,4,653,6,1,0,38819
EMA00082349862980,soft,19,636,16,6,1,10378
EMA00082349907760,soft,11,524,11,1,0,10888
EMA00082350002140,soft,18,630,31,14,0,15993
EMA00082350012170,aggressive,19,795,6,0,0,34602
EMA00082350144670,aggressive,14,873,5,0,0,37432
EMA00082350146610,soft,9,1140,28,12,0,33581
EMA00082350183840,soft,16,565,11,0,0,33392
EMA00082350223530,soft,14,578,18,8,0,28012
EMA00082350304570,soft,2,458,14,13,0,17661
EMA00082350538710,soft,2,542,14,12,0,37878
EMA00082350576980,soft,4,661,9,5,0,33637
EMA00082350636870,soft,6,187,14,0,0,22069
EMA00082350778520,aggressive,11,954,14,11,0,25695
EMA00082350873070,soft,5,542,14,9,0,33836
EMA00082350958600,soft,16,311,11,1,0,22056
EMA00082350973820,aggressive,10,722,1,0,1,38176
EMA00082350991210,soft,16,873,6,1,2,26798
EMA00082351088390,soft,6,806,11,9,1,13385
EMA00082351182410,aggressive,3,880,8,1,2,19195
EMA00082351191940,soft,17,931,11,0,0,28756
EMA00082351215790,soft,18,678,14,0,0,14887
EMA00082351457220,soft,6,462,11,4,0,39162
EMA00082351522740,soft,16,314,11,1,1,34455
EMA00082351639370,soft,20,873,4,0,0,17726
EMA00082351652410,aggressive,9,577,11,0,0,14480
EMA00082351728850,aggressive,13,79,4,0,0,22997
EMA00082351754230,soft,15,760,16,5,1,11895
EMA00082351756410,soft,19,653,1,0,1,36688
EMA00082351776770,aggressive,1,778,8,0,1,32811
EMA00082351978440,aggressive,12,521,6,0,0,38358
EMA00082352053930,soft,15,608,3,0,0,29547
EMA00082352096960,soft,22,796,6,0,0,31767
EMA00082352229010,soft,13,704,16,0,0,33859
EMA00082352237840,soft,13,339,11,0,0,33616
EMA00082352418300,aggressive,18,1061,4,0,1,25013
EMA00082352454710,soft,21,636,16,6,0,17707
EMA00082352468780,soft,8,577,7,1,0,13475
EMA00082352470140,soft,3,649,11,10,1,18983
EMA00082352506230,soft,1,946,9,0,0,10487
EMA00082352519000,soft,8,812,21,2,0,28440
EMA00082352536330,soft,4,771,26,10,0,26403
EMA00082352694270,soft,15,339,4,3,1,17805
EMA00082352792190,aggressive,9,806,11,6,0,21642
EMA00082352820960,aggressive,20,275,3,0,0,12724
EMA00082353269100,soft,16,187,6,0,0,14911
EMA00082353319070,soft,13,700,6,4,1,33919
EMA00082353338390,soft,21,678,8,0,1,38746
EMA00082353449760,aggressive,10,314,2,0,0,13854
EMA00082353551230,soft,1,1140,6,0,2,21598
EMA00082353582390,aggressive,1,778,6,0,0,26544
EMA00082353586800,soft,19,416,6,0,1,10526
EMA00082353843020,aggressive,10,1061,11,0,1,22056
EMA00082353843110,soft,16,67,4,0,1,20299
EMA00082353862660,soft,13,912,2,0,0,21177
EMA00082353990830,soft,15,1157,9,0,0,17464
EMA00082354563120,aggressive,6,649,16,4,0,32529
EMA00082354610210,soft,3,578,8,7,0,37907
EMA00082354655570,soft,22,827,14,0,0,10522
EMA00082354672160,soft,13,636,4,0,1,35146
EMA00082354719280,soft,16,416,4,0,0,37157
EMA00082354858270,soft,18,733,9,0,0,24963
EMA00082354886400,soft,2,275,1,0,1,17281
EMA00082354939650,aggressive,5,416,9,0,0,26921
EMA00082354948060,soft,18,565,21,6,1,23224
EMA00082355008660,aggressive,10,730,9,0,0,32303
EMA00082355013660,soft,11,962,16,9,0,27505
EMA00082355066110,aggressive,5,904,14,10,0,16942
EMA00082355076280,soft,12,440,4,0,0,36368
EMA00082355212510,aggressive,18,462,8,5,0,20917
EMA00082355730610,soft,1,922,11,1,0,21550
EMA00082355891140,aggressive,5,789,6,0,0,18935
EMA00082355992830,soft,12,655,11,0,0,33895
EMA00082356093770,soft,22,904,21,10,0,21321
EMA00082356112780,aggressive,17,768,7,0,0,31528
EMA00082356217100,soft,17,389,11,0,1,22816
EMA00082356274330,soft,16,722,31,12,0,25925
EMA00082356607260,aggressive,6,1122,6,3,0,28020
EMA00082356739750,aggressive,20,1173,9,3,1,32511
EMA00082356756170,soft,15,1038,11,0,1,20737
EMA00082356823690,soft,16,649,22,20,0,39520
EMA00082356911420,soft,6,560,8,7,1,33251
EMA00082356931980,soft,22,339,8,7,0,16289
EMA00082356944580,soft,16,880,2,0,0,38114
EMA00082357043450,soft,15,1122,16,8,0,21510
EMA00082357113390,soft,5,524,8,4,1,21335
EMA00082357156270,soft,9,904,11,0,0,12842
EMA00082357163380,aggressive,8,339,6,0,0,25593
EMA00082357163810,soft,4,542,4,0,0,20177
EMA00082357216300,aggressive,21,904,4,0,1,24187
EMA00082357256800,aggressive,7,636,11,0,0,15212
EMA00082357318340,soft,3,678,6,2,0,14590
EMA00082357349590,aggressive,13,1189,11,0,0,20908
EMA00082357420950,soft,22,744,5,1,0,26097
EMA00082357452380,soft,2,778,11,8,0,12098
EMA00082357511350,soft,6,684,14,0,0,21160
EMA00082357584680,soft,20,416,11,0,0,10982
EMA00082357650490,soft,19,873,3,0,1,34797
EMA00082357809240,soft,11,560,0,1,0,21798
EMA00082357829730,aggressive,2,339,6,0,1,31984
EMA00082357879510,soft,21,1038,6,2,0,22656
EMA00082357907610,soft,15,733,9,7,1,29664
EMA00082358496420,soft,7,673,11,6,2,22540
EMA00082358604980,soft,10,578,11,0,0,30878
EMA00082358647510,soft,5,694,11,0,0,31280
EMA00082358712640,soft,6,152,4,0,1,32560
EMA00082358716840,soft,6,841,6,0,2,33246
EMA00082358869100,soft,12,311,11,9,0,33591
EMA00082358884610,aggressive,8,519,6,0,0,22851
EMA00082358968330,soft,19,902,31,30,0,10942
EMA00082359101520,aggressive,1,1173,5,0,0,34797
EMA00082359244840,soft,12,519,11,1,0,17626
EMA00082359319080,aggressive,3,392,8,0,0,29957
EMA00082359391010,soft,2,521,11,4,0,27518
EMA00082359395260,soft,10,694,1,0,1,26300
EMA00082359409170,aggressive,10,392,9,4,1,28669
EMA00082359421010,soft,9,440,11,10,0,10378
EMA00082359470570,soft,5,931,8,1,0,14770
EMA00082359536970,soft,6,190,11,0,2,37769
EMA00082359555150,soft,22,673,11,0,0,17523
EMA00082359660170,aggressive,14,1229,16,0,0,15373
EMA00082359693870,soft,15,786,6,0,0,17452
EMA00082359981400,soft,5,440,8,0,0,25792
EMA00082360119270,soft,15,282,9,2,1,26780
EMA00082360239170,soft,7,840,46,43,0,39081
EMA00082360314190,soft,13,694,16,14,2,29679
EMA00082360352360,soft,1,722,31,30,0,26875
EMA00082360361920,aggressive,12,484,0,0,0,36059
EMA00082360377230,aggressive,5,661,4,0,0,14939
EMA00082360405500,soft,19,678,6,0,0,38272
EMA00082360472810,aggressive,21,812,14,5,0,39456
EMA00082360561190,aggressive,20,458,11,4,0,22229
EMA00082360785910,soft,8,631,9,0,0,13631
EMA00082360794170,soft,5,565,9,8,0,21740
EMA00082360807580,soft,5,912,6,1,0,18455
EMA00082360874450,soft,4,721,11,0,0,26374
EMA00082360947440,soft,6,1173,11,4,0,28291
EMA00082361133690,soft,20,653,4,2,0,17646
EMA00082361211490,soft,14,352,8,5,1,32560
EMA00082361273480,soft,1,578,6,0,0,11618
EMA00082361441600,soft,1,1189,0,31,0,25543
EMA00082361512260,soft,21,760,16,6,1,24372
EMA00082361560580,soft,10,795,11,4,1,10558
EMA00082361695710,aggressive,19,282,4,0,0,18892
EMA00082361738680,soft,18,733,9,5,0,30916
